person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
32,84932,MORTGAGE,7.0511419336765835,MEDICAL,C,12061,13.58,0.14,Y,9,0
27,70903,RENT,2.8835786620669124,HOMEIMPROVEMENT,B,7047,10.96,0.1,N,6,0
38,18373,RENT,14.380088639929637,VENTURE,A,12595,6.52,0.69,N,15,1
41,69137,MORTGAGE,5.157194697292006,EDUCATION,A,8246,7.99,0.12,N,18,0
22,139726,MORTGAGE,1.333516885679079,VENTURE,B,8986,9.15,0.06,N,2,0
20,12000,MORTGAGE,1.4668996592286732,MEDICAL,A,3684,7.49,0.31,N,2,0
20,79154,RENT,0.0,MEDICAL,D,6490,,0.08,N,2,0
35,49630,RENT,7.483895041545505,VENTURE,A,6559,6.45,0.13,N,9,0
34,33948,RENT,7.903642201218538,VENTURE,A,28763,8.85,0.85,N,10,0
63,84172,RENT,15.573525512333857,VENTURE,B,5708,,0.07,N,29,0
31,138737,RENT,5.321943023122563,EDUCATION,C,8889,12.98,0.06,N,4,0
29,82981,OWN,8.317511499386253,DEBTCONSOLIDATION,C,5779,13.61,0.07,Y,3,0
33,44171,RENT,5.337869791406978,VENTURE,B,8259,12.49,0.19,N,8,1
33,32244,MORTGAGE,5.924618043724592,DEBTCONSOLIDATION,D,9942,15.2,0.31,N,10,0
28,58661,RENT,2.432331272904399,DEBTCONSOLIDATION,B,5088,11.03,0.09,N,7,0
23,87574,OTHER,0.0,MEDICAL,B,14732,9.77,0.17,N,2,0
30,43788,MORTGAGE,5.871593572362133,EDUCATION,C,5247,13.89,0.12,Y,8,0
30,46179,RENT,9.565318049649525,HOMEIMPROVEMENT,A,3357,6.97,0.07,N,7,0
30,255786,OTHER,5.098590037078901,DEBTCONSOLIDATION,D,9483,15.87,0.04,N,8,0
39,98052,MORTGAGE,13.070960486893807,EDUCATION,B,23752,10.63,0.24,N,8,0
30,101983,RENT,4.025389230071427,PERSONAL,D,2702,17.06,0.03,Y,9,0
20,24266,MORTGAGE,0.0,EDUCATION,A,4018,6.32,0.17,N,2,0
24,36718,RENT,2.12781402772727,EDUCATION,D,14110,17.36,0.38,N,3,0
28,56447,MORTGAGE,4.376859633366391,VENTURE,C,5693,11.97,0.1,N,4,0
30,31237,OWN,5.187070965060341,EDUCATION,B,10278,10.76,0.33,N,8,0
36,130642,MORTGAGE,4.879327141391105,HOMEIMPROVEMENT,B,16080,10.55,0.12,N,11,0
31,117673,RENT,1.9974198204905056,HOMEIMPROVEMENT,E,13610,18.39,0.12,N,3,0
20,40398,RENT,0.5182955319807931,PERSONAL,B,9894,10.53,0.24,N,2,0
20,144517,RENT,2.056516649659187,EDUCATION,B,9994,,0.07,Y,2,0
36,54049,RENT,6.87254372696987,MEDICAL,C,9879,13.87,0.18,N,11,0
28,225069,RENT,5.295097600270823,MEDICAL,A,10848,7.36,0.05,N,4,0
48,58663,RENT,13.602115145570528,VENTURE,A,18192,8.06,0.31,N,21,0
31,74377,MORTGAGE,3.6770464404363015,EDUCATION,C,4570,13.32,0.06,N,8,0
26,117002,MORTGAGE,6.488671900452247,PERSONAL,A,4170,7.57,0.04,N,2,0
24,109392,RENT,1.6537769804727387,VENTURE,C,12607,14.43,0.12,N,5,0
27,71747,RENT,1.0461273240698588,HOMEIMPROVEMENT,B,6188,11.45,0.09,N,6,0
32,50129,RENT,0.0,HOMEIMPROVEMENT,B,3545,11.34,0.07,N,7,0
30,71881,RENT,7.576520512466237,PERSONAL,A,20266,6.68,0.28,N,4,1
41,34582,RENT,11.932932834109087,PERSONAL,C,10501,13.84,0.3,N,12,0
20,58904,RENT,0.656998190255627,EDUCATION,C,21542,13.87,0.37,N,2,1
20,29433,MORTGAGE,0.6396420128745893,MEDICAL,B,13454,,0.46,N,2,0
28,20343,MORTGAGE,5.4311020565694355,HOMEIMPROVEMENT,B,7819,11.13,0.38,N,6,0
36,55699,RENT,14.664650464659417,PERSONAL,A,9327,7.0,0.17,N,3,0
38,108472,MORTGAGE,9.01599288267078,EDUCATION,C,15469,13.19,0.14,N,10,0
24,90146,RENT,0.0,PERSONAL,B,3471,8.47,0.04,N,3,0
20,51789,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15971,7.44,0.31,N,3,0
25,141611,RENT,0.08509472785674621,MEDICAL,C,8978,13.2,0.06,N,3,0
34,39617,RENT,9.171929797650312,EDUCATION,D,8213,15.58,0.21,N,9,0
30,18867,RENT,,HOMEIMPROVEMENT,A,26835,6.88,1.42,N,6,1
36,16315,RENT,9.617843109801022,VENTURE,C,18286,14.73,1.12,Y,12,1
44,28292,MORTGAGE,11.068684486462546,VENTURE,D,5567,13.85,0.2,Y,12,0
28,84892,OWN,2.1750974071086264,MEDICAL,F,11001,19.48,0.13,N,2,0
25,38210,MORTGAGE,0.4649739900010872,HOMEIMPROVEMENT,A,5089,9.41,0.13,N,2,0
22,69809,RENT,3.5907431663922513,DEBTCONSOLIDATION,B,12084,11.29,0.17,N,2,0
20,133981,MORTGAGE,2.297128870626973,VENTURE,E,24230,18.74,0.18,Y,2,1
20,29582,MORTGAGE,3.6973046680672326,EDUCATION,A,20161,,0.68,N,2,0
23,70486,MORTGAGE,3.345477559585898,VENTURE,B,11808,10.03,0.17,N,3,0
42,72869,MORTGAGE,4.612118344265045,EDUCATION,B,11086,9.48,0.15,N,9,0
37,33745,MORTGAGE,,EDUCATION,B,8591,,0.25,N,12,1
25,114098,MORTGAGE,3.975286301126212,VENTURE,B,25162,11.14,0.22,N,3,0
58,46247,MORTGAGE,15.748160531972879,EDUCATION,D,14654,15.45,0.32,N,12,0
24,43867,RENT,2.467607238434499,HOMEIMPROVEMENT,A,7273,6.05,0.17,N,2,0
45,173058,RENT,10.772047651441298,EDUCATION,B,9956,11.03,0.06,N,15,0
49,72223,MORTGAGE,17.806637214972984,VENTURE,B,10232,11.12,0.14,N,25,0
35,90121,MORTGAGE,6.611824111937034,EDUCATION,A,5771,8.17,0.06,N,5,0
23,114141,RENT,3.680972724885422,PERSONAL,A,10267,7.37,0.09,N,3,0
26,37882,OWN,1.4876578361788562,EDUCATION,E,12601,16.77,0.33,N,5,0
32,107731,RENT,10.007479898737923,VENTURE,B,5222,9.52,0.05,N,11,0
20,41108,RENT,0.0,DEBTCONSOLIDATION,B,16323,11.53,0.4,N,2,0
21,40153,RENT,1.2517789764485368,HOMEIMPROVEMENT,C,6367,12.42,0.16,N,3,0
20,46648,OWN,0.0,PERSONAL,A,7329,8.06,0.16,N,2,0
36,38478,RENT,4.724600539058146,EDUCATION,C,6259,12.68,0.16,N,10,0
44,85151,RENT,14.825674394025505,EDUCATION,A,5567,6.6,0.07,N,16,0
38,62753,RENT,11.434180798450479,DEBTCONSOLIDATION,C,17839,14.96,0.28,N,14,0
41,41349,MORTGAGE,14.710313884949748,MEDICAL,A,19528,,0.47,N,14,0
23,78509,MORTGAGE,1.987781118641124,VENTURE,C,6701,13.63,0.09,N,3,0
27,46567,RENT,1.0390742778720488,HOMEIMPROVEMENT,C,16796,13.11,0.36,N,3,0
27,45232,MORTGAGE,5.090389727946788,DEBTCONSOLIDATION,B,3716,11.33,0.08,Y,3,0
35,55646,OWN,3.8949030363960255,DEBTCONSOLIDATION,B,7974,9.24,0.14,N,10,1
58,69905,RENT,10.951124509311818,DEBTCONSOLIDATION,A,4417,8.47,0.06,N,26,0
24,67132,MORTGAGE,4.435729048591474,PERSONAL,D,26248,17.62,0.39,Y,3,1
40,44365,RENT,6.2382839574157245,DEBTCONSOLIDATION,A,18143,7.96,0.41,N,8,0
48,86328,RENT,,MEDICAL,B,3158,9.57,0.04,Y,19,0
35,47938,MORTGAGE,4.82921224064371,HOMEIMPROVEMENT,A,5795,8.72,0.12,N,6,0
26,37788,MORTGAGE,2.623141489057754,MEDICAL,G,8106,22.75,0.21,Y,3,1
22,24163,RENT,4.184134522825935,PERSONAL,B,9090,10.39,0.38,N,2,0
20,93036,RENT,0.3161776927720023,MEDICAL,A,4182,6.72,0.04,N,2,0
20,54546,MORTGAGE,0.3145862184376179,EDUCATION,C,13950,12.59,0.26,N,2,0
28,60838,MORTGAGE,6.003440146555157,PERSONAL,F,16766,21.42,0.28,N,7,0
27,96296,RENT,4.2332843804379605,MEDICAL,B,11352,10.44,0.12,N,3,0
40,41665,RENT,3.8973005986737683,PERSONAL,B,10917,10.43,0.26,N,8,0
24,25440,RENT,2.5054011681051738,VENTURE,A,6273,7.6,0.25,N,4,0
28,56296,RENT,4.631882011287925,VENTURE,A,7863,5.94,0.14,N,2,0
33,64175,MORTGAGE,4.3501700234014224,EDUCATION,A,10619,7.48,0.17,N,10,0
35,46884,MORTGAGE,10.980210079187017,VENTURE,B,11248,10.49,0.24,N,4,0
38,121851,RENT,8.341111830258564,DEBTCONSOLIDATION,C,9454,14.7,0.08,Y,16,0
32,13802,MORTGAGE,10.225503506663468,MEDICAL,D,15964,16.66,1.16,N,3,1
20,100311,RENT,1.638620938225458,VENTURE,C,12533,12.53,0.12,Y,2,0
34,83711,MORTGAGE,9.843729327936128,VENTURE,A,16896,7.19,0.2,N,11,0
24,69649,RENT,1.9674338772225846,DEBTCONSOLIDATION,C,10064,14.34,0.14,N,2,0
44,12000,RENT,7.746665071430106,PERSONAL,B,10029,9.46,0.84,N,18,0
30,109769,RENT,0.9929564717820734,EDUCATION,B,15175,11.86,0.14,N,4,0
32,30805,MORTGAGE,7.9988281362043745,DEBTCONSOLIDATION,B,5228,10.47,0.17,N,5,0
65,40977,RENT,11.087476402973742,DEBTCONSOLIDATION,A,34434,7.93,0.84,N,20,1
38,49324,RENT,3.0682571247545587,DEBTCONSOLIDATION,A,6259,7.15,0.13,N,12,0
34,67783,RENT,7.153769053913183,VENTURE,B,5863,,0.09,N,11,0
28,77009,RENT,,DEBTCONSOLIDATION,A,16385,6.76,0.21,N,6,0
20,88526,RENT,2.1958097007642343,VENTURE,B,12986,11.73,0.15,N,2,0
28,84856,MORTGAGE,4.865103986612345,DEBTCONSOLIDATION,B,14057,10.97,0.17,N,5,0
22,62262,RENT,0.0,DEBTCONSOLIDATION,D,10204,15.23,0.16,Y,2,1
50,68101,MORTGAGE,2.877788526469571,HOMEIMPROVEMENT,D,5394,16.56,0.08,N,22,0
34,29735,OWN,3.400561550939549,VENTURE,E,21934,19.25,0.74,N,13,1
44,35844,MORTGAGE,13.035449540822942,DEBTCONSOLIDATION,D,16017,16.87,0.45,N,6,0
24,88654,MORTGAGE,2.3229519786503223,EDUCATION,F,6753,20.73,0.08,Y,2,1
22,85859,MORTGAGE,0.0,EDUCATION,C,15268,13.64,0.18,N,2,0
37,80667,OWN,10.555560818138673,VENTURE,E,7090,17.75,0.09,Y,12,0
22,40825,RENT,0.0,PERSONAL,B,7689,11.57,0.19,N,2,0
26,89390,MORTGAGE,7.312657545867863,EDUCATION,C,8042,14.03,0.09,N,6,0
51,28604,MORTGAGE,6.164861387192343,VENTURE,A,6405,,0.22,N,24,0
26,97982,RENT,5.379732923876762,EDUCATION,C,10099,11.99,0.1,N,2,0
20,46935,RENT,0.22888928654817486,PERSONAL,D,16086,16.77,0.34,Y,2,0
20,136802,OWN,1.678337969247656,DEBTCONSOLIDATION,B,12265,10.52,0.09,N,2,0
20,23463,MORTGAGE,0.0,DEBTCONSOLIDATION,A,13992,8.16,0.6,N,2,1
45,142895,RENT,8.860367406031296,MEDICAL,B,11071,9.54,0.08,N,18,0
24,44408,MORTGAGE,3.0703954070411736,HOMEIMPROVEMENT,C,2577,14.95,0.06,N,5,0
65,43971,RENT,6.46244944701756,PERSONAL,C,29233,12.98,0.66,N,31,0
49,60304,RENT,16.36501034690166,DEBTCONSOLIDATION,B,17597,11.42,0.29,N,19,1
56,36923,MORTGAGE,16.474819159045698,PERSONAL,A,11387,7.34,0.31,N,13,0
42,52063,MORTGAGE,11.3485244634353,HOMEIMPROVEMENT,D,4981,17.48,0.1,N,15,0
36,36109,MORTGAGE,4.551804092309347,DEBTCONSOLIDATION,C,13698,13.74,0.38,N,9,0
22,36842,RENT,1.518375164846748,VENTURE,A,9664,9.01,0.26,N,2,0
30,70812,MORTGAGE,5.840697215911212,MEDICAL,C,10750,13.44,0.15,N,5,0
38,32995,RENT,12.954401427294886,PERSONAL,B,15901,9.61,0.48,N,12,0
41,35507,MORTGAGE,5.582527513513677,PERSONAL,A,11959,7.74,0.34,N,12,0
20,25462,RENT,2.2152397845798086,PERSONAL,D,19452,15.89,0.76,Y,2,0
28,41061,RENT,1.7795400935470824,MEDICAL,D,7507,15.52,0.18,Y,7,1
29,111455,MORTGAGE,0.0,VENTURE,B,3589,11.49,0.03,N,5,0
29,34021,RENT,8.32475894061362,VENTURE,A,9431,6.42,0.28,N,9,0
20,36228,MORTGAGE,4.704306099297279,DEBTCONSOLIDATION,A,7640,9.03,0.21,N,3,0
53,60274,RENT,12.003754731658255,DEBTCONSOLIDATION,D,12717,15.85,0.21,N,25,0
28,44181,RENT,4.163969895262893,EDUCATION,D,5856,,0.13,N,3,0
21,184514,RENT,1.7452733749730682,MEDICAL,B,7512,10.81,0.04,N,2,0
54,49543,MORTGAGE,7.077940769699464,EDUCATION,A,12989,7.65,0.26,N,17,0
49,65144,RENT,3.496406152906077,EDUCATION,A,8422,7.38,0.13,N,15,0
31,91041,MORTGAGE,,MEDICAL,D,16557,15.5,0.18,N,6,0
20,90085,MORTGAGE,1.7913896351457512,DEBTCONSOLIDATION,A,5927,8.55,0.07,N,2,0
25,61593,RENT,0.0,HOMEIMPROVEMENT,B,4764,10.93,0.08,N,5,0
20,49581,RENT,0.4405788294695996,VENTURE,C,13794,13.11,0.28,N,2,0
35,164919,RENT,7.29698797201035,PERSONAL,A,4294,7.82,0.03,N,12,0
25,51283,OWN,5.406944825543939,PERSONAL,A,2894,6.88,0.06,N,5,0
30,42491,RENT,2.475162687804789,HOMEIMPROVEMENT,B,4713,11.28,0.11,N,6,0
52,37978,RENT,9.125502581959266,HOMEIMPROVEMENT,C,17237,15.18,0.45,N,17,0
24,20957,RENT,0.16377560527547896,EDUCATION,C,6865,14.39,0.33,N,2,0
35,85126,MORTGAGE,6.394144209068621,MEDICAL,B,7757,9.97,0.09,N,6,0
38,14891,MORTGAGE,0.27062614450945066,EDUCATION,A,14341,,0.96,N,10,1
44,54006,OWN,15.496057277924784,PERSONAL,B,15914,10.58,0.29,N,17,0
29,48403,MORTGAGE,6.23846372996865,PERSONAL,A,14529,6.21,0.3,N,8,0
28,185717,RENT,,MEDICAL,A,13773,8.23,0.07,N,5,0
28,19783,RENT,3.492123093712147,DEBTCONSOLIDATION,B,6599,11.03,0.33,N,7,0
34,33004,MORTGAGE,0.9195838097381017,VENTURE,E,10290,18.38,0.31,N,8,0
48,50269,OWN,12.515385146150113,HOMEIMPROVEMENT,C,4268,13.27,0.08,N,19,0
27,48599,RENT,7.120022934736845,EDUCATION,C,8014,13.41,0.16,N,2,0
20,40044,RENT,2.440397045749845,EDUCATION,C,3297,14.75,0.08,N,2,0
40,51816,MORTGAGE,11.404338572069097,MEDICAL,D,16567,15.68,0.32,Y,14,0
31,27098,RENT,7.480490537224245,EDUCATION,C,7761,12.54,0.29,N,5,0
35,65937,RENT,2.3308587613710143,DEBTCONSOLIDATION,B,10117,9.87,0.15,N,9,0
20,15111,MORTGAGE,0.05208034497993075,EDUCATION,B,7140,11.29,0.47,N,2,0
25,53413,MORTGAGE,0.0,DEBTCONSOLIDATION,A,17674,6.73,0.33,N,4,0
39,38941,RENT,5.405071165794182,EDUCATION,B,4064,11.46,0.1,N,7,0
20,94746,RENT,,MEDICAL,D,4983,15.84,0.05,N,2,0
35,142261,RENT,3.653215092054403,DEBTCONSOLIDATION,B,9996,9.07,0.07,N,8,0
29,45157,OWN,8.234983576633432,HOMEIMPROVEMENT,A,10289,8.1,0.23,N,6,0
23,116412,OTHER,3.8492775726539232,VENTURE,B,16663,10.28,0.14,N,3,0
22,45530,MORTGAGE,2.134623352727836,HOMEIMPROVEMENT,B,11143,10.8,0.24,N,3,0
21,31844,RENT,3.3497052919606984,PERSONAL,D,10242,15.5,0.32,N,4,0
30,141527,RENT,0.0,VENTURE,A,6234,8.48,0.04,N,5,0
32,72144,MORTGAGE,0.5052592597724272,DEBTCONSOLIDATION,C,17728,13.86,0.25,N,8,0
26,54308,RENT,3.79280979782799,MEDICAL,C,8738,15.23,0.16,N,6,0
20,79058,MORTGAGE,2.5955634479149614,MEDICAL,F,6476,21.07,0.08,Y,2,1
35,62995,MORTGAGE,4.215965492589049,PERSONAL,B,5947,10.31,0.09,Y,11,0
40,52152,RENT,7.242791564335804,VENTURE,D,10167,15.31,0.19,Y,18,0
37,26120,OWN,4.091306566068759,EDUCATION,A,3928,6.37,0.15,N,7,0
56,46686,RENT,16.191013167127426,EDUCATION,A,4119,7.4,0.09,N,24,0
28,76327,MORTGAGE,6.15675007280648,DEBTCONSOLIDATION,B,4113,10.43,0.05,N,6,0
46,50638,RENT,12.902089700638998,PERSONAL,B,22814,11.77,0.45,N,18,0
24,88989,MORTGAGE,2.8995850197347512,VENTURE,B,19904,10.17,0.22,N,4,0
22,66903,MORTGAGE,2.3423494924289603,HOMEIMPROVEMENT,A,5637,8.31,0.08,N,2,0
31,33423,RENT,4.126475391619641,VENTURE,B,11294,10.41,0.34,N,5,1
50,26224,RENT,7.150931814273827,PERSONAL,B,14032,12.01,0.54,N,24,0
27,49689,RENT,4.455090286766791,HOMEIMPROVEMENT,B,12121,9.25,0.24,N,4,0
20,40606,RENT,2.746884326051606,DEBTCONSOLIDATION,A,4699,8.58,0.12,N,2,0
40,65184,MORTGAGE,11.997766918159073,VENTURE,D,6135,15.6,0.09,N,14,0
29,36498,RENT,,PERSONAL,B,11192,11.21,0.31,N,3,0
33,38620,RENT,3.0316111960221805,VENTURE,A,4031,,0.1,N,6,0
23,96682,RENT,,PERSONAL,C,17103,13.22,0.18,N,3,0
31,58777,MORTGAGE,5.347138726743435,MEDICAL,A,4616,6.62,0.08,N,8,0
20,36809,MORTGAGE,0.6667022101222966,VENTURE,B,10548,9.55,0.29,N,2,0
54,54704,RENT,12.98717462212448,MEDICAL,B,15143,9.82,0.28,N,19,0
42,115658,MORTGAGE,10.772283948905901,EDUCATION,D,16113,14.06,0.14,N,17,0
31,63677,MORTGAGE,1.5595715214744459,PERSONAL,F,16241,20.32,0.26,N,8,0
39,75065,RENT,15.187600437455703,DEBTCONSOLIDATION,A,6295,8.02,0.08,Y,9,0
24,35820,MORTGAGE,3.2474802005468613,EDUCATION,A,6739,7.7,0.19,N,4,0
42,95275,RENT,12.80309774468747,EDUCATION,A,11729,7.2,0.12,N,17,0
27,193872,RENT,1.6479247515346684,VENTURE,B,13776,9.79,0.07,N,7,0
26,35055,MORTGAGE,1.5742722027507232,PERSONAL,A,13437,7.04,0.38,N,2,0
21,28281,RENT,1.1732028532152285,EDUCATION,C,14301,13.73,0.51,Y,2,0
34,59667,MORTGAGE,11.076049702536642,EDUCATION,B,12555,11.16,0.21,N,5,0
30,87686,RENT,,VENTURE,B,11359,9.3,0.13,N,6,0
47,51520,RENT,10.471200805817894,DEBTCONSOLIDATION,B,6614,10.63,0.13,Y,15,0
20,30355,MORTGAGE,0.6956855211806877,EDUCATION,D,11538,16.21,0.38,Y,2,1
34,51035,MORTGAGE,4.289019314959423,MEDICAL,A,21495,6.75,0.42,N,9,0
44,75278,MORTGAGE,15.610119576994036,PERSONAL,C,8172,13.94,0.11,N,14,0
65,43309,RENT,31.75242366767572,EDUCATION,C,7734,14.25,0.18,Y,30,0
32,75658,MORTGAGE,6.920996721026786,MEDICAL,B,13166,10.04,0.17,N,5,0
26,102805,OWN,2.1750010694624904,VENTURE,B,4613,9.81,0.04,N,4,0
32,61828,RENT,8.174721415368685,HOMEIMPROVEMENT,A,10482,9.22,0.17,N,8,0
46,53349,MORTGAGE,7.511143110299638,MEDICAL,C,16726,14.14,0.31,N,16,0
46,85488,MORTGAGE,,VENTURE,C,10532,13.64,0.12,N,10,0
29,33831,RENT,8.79058935738684,VENTURE,A,10497,6.96,0.31,N,2,0
45,32045,RENT,11.624290144500037,HOMEIMPROVEMENT,B,2424,9.88,0.08,N,12,0
30,46788,RENT,3.860247091939923,EDUCATION,A,8282,7.96,0.18,Y,9,0
39,41335,OWN,5.652132957873182,PERSONAL,B,5376,9.84,0.13,N,10,0
36,34827,RENT,4.016969033160041,DEBTCONSOLIDATION,C,4400,12.81,0.13,N,9,0
26,148265,MORTGAGE,4.329353242541974,HOMEIMPROVEMENT,C,9119,13.39,0.06,N,3,0
21,178902,RENT,3.0357216494025225,PERSONAL,A,13760,8.01,0.08,Y,2,0
44,44598,MORTGAGE,7.516691841073528,MEDICAL,A,8744,8.91,0.2,N,10,0
48,56979,RENT,10.190796804787546,VENTURE,C,15379,13.69,0.27,N,7,1
34,48858,MORTGAGE,10.47894446422584,MEDICAL,A,13633,6.84,0.28,Y,7,1
30,99620,RENT,1.6402205448606682,PERSONAL,A,6844,7.29,0.07,N,7,0
20,111091,MORTGAGE,,DEBTCONSOLIDATION,B,7387,11.54,0.07,N,2,0
44,20383,MORTGAGE,12.507031250304722,DEBTCONSOLIDATION,A,2919,8.46,0.14,N,8,0
33,70389,MORTGAGE,10.028179128147412,VENTURE,C,25359,14.5,0.36,N,9,0
27,26403,RENT,2.3570272109459696,PERSONAL,A,5627,8.31,0.21,N,4,0
40,142493,RENT,3.4713653035003516,HOMEIMPROVEMENT,B,10701,12.03,0.08,N,9,0
20,69018,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8976,7.67,0.13,N,2,0
21,34446,RENT,0.03868705677754858,PERSONAL,C,20893,14.1,0.61,N,2,1
23,47442,RENT,0.9564830452327086,PERSONAL,B,11501,9.85,0.24,N,3,0
35,46215,MORTGAGE,5.8431303431077435,VENTURE,C,9652,13.69,0.21,N,8,0
32,72316,RENT,5.878053618662053,EDUCATION,B,18367,10.72,0.25,N,4,0
37,96091,RENT,13.818313490302323,EDUCATION,A,10701,8.13,0.11,N,11,0
43,28810,MORTGAGE,3.4030364526526133,VENTURE,A,5961,7.0,0.21,N,8,0
37,148942,RENT,10.453577287971955,EDUCATION,G,12797,21.25,0.09,Y,7,0
54,131023,RENT,21.72153945777041,PERSONAL,B,4275,10.04,0.03,Y,26,0
43,33475,MORTGAGE,15.74703280610087,PERSONAL,B,5456,11.35,0.16,N,10,0
29,56389,RENT,9.753296222062424,VENTURE,D,7591,15.83,0.13,N,6,0
25,138821,MORTGAGE,3.0131387224699795,EDUCATION,A,4756,7.88,0.03,N,2,0
29,106735,RENT,6.145820429133121,EDUCATION,C,8082,13.02,0.08,N,2,0
38,45016,MORTGAGE,7.1670776703378,EDUCATION,A,1786,8.33,0.04,Y,14,0
26,84786,RENT,4.277804529893507,EDUCATION,A,10555,7.42,0.12,N,7,0
38,281660,RENT,3.3324689088182224,HOMEIMPROVEMENT,A,12419,7.4,0.04,N,12,0
37,57402,RENT,4.813240176632898,MEDICAL,C,7017,14.56,0.12,N,9,0
21,38255,RENT,0.7492827800104771,MEDICAL,B,3382,11.76,0.09,N,2,0
42,59565,MORTGAGE,4.490858478272106,EDUCATION,A,9509,8.58,0.16,N,10,0
34,62044,RENT,2.6274467549580223,PERSONAL,A,13614,7.24,0.22,N,11,0
53,40599,MORTGAGE,10.420890871060283,PERSONAL,A,4038,7.02,0.1,N,25,0
30,69071,OWN,0.9005267970246009,EDUCATION,D,34300,15.27,0.5,N,8,0
27,27175,MORTGAGE,5.347918498351421,HOMEIMPROVEMENT,B,10743,9.31,0.4,N,3,0
20,37569,RENT,0.0,DEBTCONSOLIDATION,D,13957,,0.37,Y,2,0
20,82210,RENT,0.11595478523799585,MEDICAL,C,29900,12.82,0.36,N,2,0
41,20636,OWN,3.305485266217855,VENTURE,C,11990,12.49,0.58,Y,7,1
51,89031,MORTGAGE,20.57659009125779,VENTURE,A,5843,6.29,0.07,N,21,0
29,17915,MORTGAGE,4.94375930921683,MEDICAL,A,6588,6.46,0.37,N,5,0
28,20905,RENT,3.745429997820686,DEBTCONSOLIDATION,B,16281,10.46,0.78,Y,5,1
31,41173,MORTGAGE,9.46687103561615,EDUCATION,B,14833,10.85,0.36,N,9,1
43,63435,MORTGAGE,3.6835698450073817,VENTURE,B,16436,10.78,0.26,Y,12,1
21,112296,RENT,3.4616250840960605,VENTURE,A,13207,7.08,0.12,N,2,0
32,55920,MORTGAGE,10.539607051162212,VENTURE,E,12199,18.22,0.22,N,9,0
41,47306,RENT,17.403667761618856,DEBTCONSOLIDATION,A,2103,7.79,0.04,N,7,0
35,74516,RENT,5.767160450753129,MEDICAL,A,14207,7.65,0.19,N,11,0
20,33557,MORTGAGE,0.0,EDUCATION,C,11822,13.95,0.35,Y,2,0
37,58493,RENT,10.882009108289454,PERSONAL,A,5090,6.73,0.09,N,12,0
35,28009,MORTGAGE,3.968877972407766,EDUCATION,A,6604,8.89,0.24,Y,14,1
46,56694,RENT,11.802699842271135,EDUCATION,A,15271,8.01,0.27,N,20,0
50,50442,RENT,4.444368339793481,VENTURE,A,30195,8.09,0.6,N,24,0
45,34809,RENT,17.96464457784863,MEDICAL,A,16791,6.65,0.48,N,18,0
31,59324,OTHER,2.450952656733288,MEDICAL,A,21892,6.63,0.37,N,5,0
20,59112,RENT,0.0,MEDICAL,B,3836,9.94,0.06,Y,2,0
58,103414,RENT,14.131896629595806,EDUCATION,B,17359,11.09,0.17,N,23,0
28,22401,MORTGAGE,4.0952549432098415,PERSONAL,B,14536,9.57,0.65,N,7,0
30,51957,RENT,4.835471422772489,EDUCATION,B,11430,10.86,0.22,N,9,0
51,35662,RENT,7.525632318231513,HOMEIMPROVEMENT,A,7364,8.67,0.21,N,22,0
23,87410,RENT,0.0,MEDICAL,A,12465,6.93,0.14,N,2,0
20,82014,RENT,0.37237099662429685,PERSONAL,D,15694,15.25,0.19,N,2,0
26,71634,RENT,3.8325140816448697,DEBTCONSOLIDATION,B,9979,,0.14,N,7,0
23,36786,RENT,2.7410103335957716,MEDICAL,A,6393,7.37,0.17,N,2,0
20,88168,RENT,,DEBTCONSOLIDATION,E,20126,19.26,0.23,N,2,0
29,23351,MORTGAGE,5.791506940678406,DEBTCONSOLIDATION,C,8356,14.31,0.36,Y,7,1
31,20859,RENT,2.533785653839421,MEDICAL,A,11650,8.14,0.56,N,6,1
20,26856,OWN,0.5996698577374853,HOMEIMPROVEMENT,E,2613,16.94,0.1,N,2,0
27,53188,MORTGAGE,2.176829089008092,EDUCATION,B,6062,10.35,0.11,N,5,0
23,78538,RENT,3.203048018009719,MEDICAL,F,17556,19.79,0.22,N,4,1
20,12000,OWN,1.7390043231920354,DEBTCONSOLIDATION,A,16839,7.82,1.4,N,2,1
31,112140,RENT,5.3040196744265735,EDUCATION,A,12397,8.22,0.11,N,4,0
32,58227,RENT,2.8641955789961324,PERSONAL,C,2907,13.1,0.05,N,9,0
23,22873,RENT,1.8452549609498896,DEBTCONSOLIDATION,A,6573,,0.29,N,3,1
42,57269,MORTGAGE,3.9796126983539963,HOMEIMPROVEMENT,A,24975,,0.44,N,8,0
30,98803,RENT,5.613037783860377,VENTURE,C,10115,13.93,0.1,N,7,0
23,75334,RENT,3.5954370294034983,HOMEIMPROVEMENT,A,15361,9.22,0.2,N,2,0
20,99160,RENT,1.0672166835318837,VENTURE,D,6444,16.73,0.06,N,2,0
33,25554,MORTGAGE,8.75488050080115,MEDICAL,B,9879,10.98,0.39,N,14,0
35,43143,RENT,8.848682553083767,VENTURE,D,6493,15.86,0.15,N,9,0
25,32578,RENT,4.8725472273676615,PERSONAL,B,7913,10.99,0.24,N,2,0
